Name,Region,Image,IsDisbanded,RenamedTo,IsLowercase,Short,OverviewPage
Ginger Turmeric,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Ginger Turmericlogo square.png,1,Area of Effect Ginger Turmeric,0,GTC,Ginger Turmeric
Girlfriends,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,GFS,Girlfriends
Gity Meavedronu,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Gity Meavedronulogo profile.png,1,,0,GIT,Gity Meavedronu
GJR,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/gjr_logo.jpg,1,,0,GJR,GJR
Glacial Esports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Glacial Esportslogo square.png,1,,0,GE,Glacial Esports
Glacial Phoenix,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/GPX_logo.png,1,,0,GPX,Glacial Phoenix
Glacial Red,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Glacial Redlogo square.png,1,,0,GR,Glacial Red
Glaive Esports Prime,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Glaive Esports Primelogo square.png,1,,0,GLV,Glaive Esports Prime
Globant Emerald,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Globant Emeraldlogo profile.png,1,,0,GET,Globant Emerald
Globant Emerald Academy,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Globant Emerald Academylogo square.png,1,,0,GET.A,Globant Emerald Academy
GLORE,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/GLORElogo square.png,0,,0,GLR,GLORE
Glorious Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Glorious Gaminglogo square.png,1,Pertinax Esports,0,GG,Glorious Gaming
Glorious Gaming Belgium,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Glorious Gaming Belgiumlogo square.png,1,,0,GG.BE,Glorious Gaming Belgium
Gmae,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Gmaelogo square.png,1,,0,GMAE,Gmae
GMBLERS Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/GMBLERS ESPORTSlogo square.png,0,,0,GMB,GMBLERS ESPORTS
GnG Amazigh,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/GnG Amazighlogo square.png,0,,0,GNG,GnG Amazigh
GnG Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/GnG Esportslogo square.png,1,,0,GnG,GnG Esports
Go To Sleep,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/GTS logo.png,1,,0,GTS,Go To Sleep
GOAL,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/GOALlogo square.png,0,,0,GOAL,GOAL
Goat Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Goat Esportslogo square.png,1,,0,GOT,Goat Esports
God's Plan,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/God's Planlogo square.png,1,,0,GDP,God's Plan
Gödel Gamers,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Gödel Gamerslogo square.png,1,,0,GODL,Gödel Gamers
Godlike Goats,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Godlike Goatslogo square.png,1,King of Goats,0,GLG,Godlike Goats
Godsent,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Godsentlogo square.png,1,,0,GOD,Godsent
GOEXANIMO,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/GOEXANIMOlogo profile.png,1,,0,GOEX,GOEXANIMO
Gold Coin United,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Gold Coin Unitedlogo square.png,1,,0,GCU,Gold Coin United
Gold Gaming LA,North America,https://lol.fandom.com/wiki/Special:Redirect/file/GgLA-small.png,1,,0,GG,Gold Gaming LA
Golden Grubians,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Golden Grubianslogo square.png,1,,0,GRUB,Golden Grubians
Golden Guardians,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Golden Guardianslogo profile.png,1,,0,GG,Golden Guardians
Golden Guardians Academy,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Golden Guardianslogo profile.png,1,Golden Guardians Challengers,0,GG.A,Golden Guardians Academy
Golden Guardians Challengers,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Golden Guardianslogo profile.png,1,,0,GGC,Golden Guardians Challengers
Good Game Esport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Good Game Esportlogo square.png,1,,0,GGE,Good Game Esport
Good Team Multigaming,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/GTMG.png,1,,0,GTM,Good Team Multigaming
Goose Gaming,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Goose Gaminglogo square.png,1,,0,GOOS,Goose Gaming
Goskilla,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Goskillalogo profile.png,1,,0,GSK,Goskilla
Grand View University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Grand View Universitylogo square.png,0,,0,GVU,Grand View University
Granit Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Granit Gaminglogo square.png,1,,0,GRNT,Granit Gaming
Gravitas,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Gravitaslogo profile.png,1,,0,GRV,Gravitas
Gravitas Academy,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Gravitas Academylogo profile.png,1,,0,GRVA,Gravitas Academy
Gravity,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Gravity (2024 North American Team)logo square.png,0,,0,GV,Gravity (2024 North American Team)
Gravity,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Gravity Logo.png,1,,0,GV,Gravity (North American Team)
Gravity Elite,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Gravity Elitelogo square.png,1,,0,GVE,Gravity Elite
Gravity Galaxy,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Gravity Galaxylogo square.png,1,,0,GG,Gravity Galaxy
Greek Regenesis eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/GRE.png,1,,0,GRE,Greek Regenesis
Green Dolphin Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Green Dolphin Gaminglogo square.png,0,,0,GDG,Green Dolphin Gaming
Griffin,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Griffin (Korean Team)logo profile.png,1,,0,GRF,Griffin (Korean Team)
Grim Ravens,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Grim Ravenslogo square.png,1,,0,GR,Grim Ravens
Gripen Esport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Gripen Esportlogo square.png,1,,0,GRP,Gripen Esport
grompcord,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Grompcordlogo square.png,0,,1,GC,Grompcord
Groovy Gaming,LAN,https://lol.fandom.com/wiki/Special:Redirect/file/Groovy Gaminglogo square.png,1,,0,Groovy,Groovy Gaming
GrosBill Esport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/logoGrosBill.jpg.png,1,,0,GB,GrosBill Esport
Ground Zero Gaming,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Ground Zero Gaminglogo square.png,0,,0,GZ,Ground Zero Gaming
Grow uP eSports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Grow uP eSportslogo square.png,0,,0,GUP,Grow uP eSports
Grow uP Girls EU,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Grow uP Girls EUlogo square.png,1,,0,uP EU,Grow uP Girls EU
GRP Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/GRP Esportslogo square.png,0,,0,GRP,GRP Esports
GSG,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,GSG,GSG
GSI Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/GSI logo 150.png,1,,0,GSI,GSI Gaming
GTZ Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/GTZ Esportslogo profile.png,0,,0,GTZ,GTZ Esports
Guangdong Flying Tigers,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Guangdong Flying Tigerslogo square.png,1,,0,GFT,Guangdong Flying Tigers
Guarp Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Guarp Gaminglogo square.png,1,,0,GUAP,Guarp Gaming
Guasones,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Guasoneslogo profile.png,0,,0,GSNS,Guasones
Guerreiras Brownie Vortex,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Guerreiras Brownie Vortexlogo square.png,1,,0,BRW,Guerreiras Brownie Vortex
Guerreros del Mouse,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Guerreros del Mouselogo square.png,1,,0,GDM,Guerreros del Mouse
Guinea Pink,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Guinea Pinklogo square.png,0,,0,GP,Guinea Pink
Gunrunners,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Gunrunnerslogo square.png,1,,0,GRS,Gunrunners
Guru Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Guru Gaminglogo square.png,1,,0,guru,Guru Gaming
H2k-Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/H2k-Gaminglogo square.png,1,,0,H2K,H2k-Gaming
H34T Young Flames,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/H34T Young Flameslogo square.png,1,,0,YF,H34T Young Flames
H3ARTS,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/H3ARTSlogo square.png,1,,0,H3RT,H3ARTS
Hafnet eSports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Hafnet Logo.png,1,,0,HAF,Hafnet eSports
Hall of Fame,Vietnam,https://lol.fandom.com/wiki/Special:Redirect/file/Hall of Famelogo square.png,1,Cube Adonis,0,HOF,Hall of Fame
Hallow Crows,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Hallow Crowslogo square.png,0,,0,HLC,Hallow Crows
HANAGUMI KAREN,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/HANAGUMI KARENlogo square.png,1,,0,HNK,HANAGUMI KAREN
Handless,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Handlesslogo square.png,1,,0,SAD,Handless
HanGong Clan,China,https://lol.fandom.com/wiki/Special:Redirect/file/HanGong.jpg,1,,0,HGC,HanGong Clan
Hannibal Knights,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Hannibal Knightslogo square.png,1,,0,HNK,Hannibal Knights
Hanoi Dragons,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Hanoi Dragonslogo square.png,1,,0,HND,Hanoi Dragons
Hanoi Fate,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Fate_Teamlogo_square.png,1,,0,HF,Hanoi Fate
Hanoi Phoenix,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Hanoi Phoenixlogo square.png,1,,0,HNP,Hanoi Phoenix
Hanoi Rookies Esports,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Hanoi Rookies Esportslogo profile.png,0,,0,HRK,Hanoi Rookies Esports
Hanover Hounds,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hanover Houndslogo square.png,1,,0,HH,Hanover Hounds
Hanwha Life Esports,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Hanwha Life Esportslogo profile.png,0,,0,HLE,Hanwha Life Esports
Hanwha Life Esports Academy,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Hanwha Life Esportslogo profile.png,0,,0,HLE.A,Hanwha Life Esports Academy
Hanwha Life Esports Challengers,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Hanwha Life Esportslogo profile.png,0,,0,HLE.C,Hanwha Life Esports Challengers
Hard Random,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Hard_Random.png,1,,0,HR,Hard Random
HarmoniX Gaming,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/HarmoniX Gaminglogo_square.png,1,,0,HXG,HarmoniX Gaming
Harrisburg University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Harrisburg Universitylogo square.png,0,,0,HU,Harrisburg University
Havan Liberty,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Havan Liberty Gaminglogo profile.png,1,,0,HL,Havan Liberty Gaming
Havan Liberty Academy,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Havan Liberty Gaminglogo square.png,1,,0,HLA,Havan Liberty Academy
Havoc,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Havoc (Danish Team)logo square.png,1,,0,HVC,Havoc (Danish Team)
Havoc Gaming,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Havoc Gaminglogo square.png,1,,0,HVC,Havoc Gaming
Headhunters,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Headhunterslogo_square.png,1,,0,HH,Headhunters
Heat Wave,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Heat Wavelogo square.png,1,,0,HW,Heat Wave
Heavy Artillery,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Heavy Artillerylogo square.png,1,,0,HAT,Heavy Artillery
Heavy Botlane,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/HeavyBotlane.png,1,,0,HB,Heavy Botlane
HEET,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/HEETlogo profile.png,1,,0,HEET,HEET
Heimerdinger's Colossi,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/HeimerdingersTMNT.jpg,1,,0,HC,Heimerdinger's Colossi
HELL PIGS,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/HELL PIGSlogo profile.png,0,,0,HPS,HELL PIGS
Hellions e-Sports Club,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Hellions ESC Profile.png,1,,0,HLN,Hellions e-Sports Club
Heracles Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Heracles Gaminglogo square.png,1,Ceuta Guardians,0,HG,Heracles Gaming
Herbalife Real Betis,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Herbalife Real Betislogo square.png,1,,0,BTS,Herbalife Real Betis
Here For T-Shirt,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Here For T-Shirtlogo square.png,1,,0,H4T,Here For T-Shirt
Heroes of the Universe E-Sports Brazil,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Heroes of the Universe E-Sports Brazillogo square.png,1,,0,HUE BR,Heroes of the Universe E-Sports Brazil
Heroes Team,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Heroes Teamlogo square.png,1,,0,HT,Heroes Team
Hertha BSC eSport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hertha BSC eSportlogo square.png,1,,0,BSC,Hertha BSC eSport
Hex Alligators,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/Hex Alligatorslogo_square.png,1,,0,HEX,Hex Alligators
Hexagone Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hexagone Esportslogo square.png,1,,0,HEXA,Hexagone Esports
HG Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/HG Esportslogo profile.png,1,,0,HG,HG Esports
High Tempo Esports,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/High Tempo Esportslogo square.png,1,,0,HTE,High Tempo Esports
High Tempo Esports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/High Tempo Esports (North American Team)logo square.png,1,,0,HTE,High Tempo Esports (North American Team)
Hillerød eSport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hillerød eSportlogo square.png,1,,0,HeS,Hillerød eSport
Hive Athens Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hive Athens Academylogo square.png,1,,0,HIVE.A,Hive Athens Academy
Hive Athens EC,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Hive Athens EClogo square.png,1,,0,HIVE,Hive Athens EC
HK Attitude Priest,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/HKA_Priest_logo.png,1,,0,HKA.P,Hong Kong Attitude Priest
HNVR Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/HNVR Esportslogo square.png,1,ROSSMANN Centaurs,0,HNVR,HNVR Esports
Hokuto Esports,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/Hokuto Esportslogo square.png,1,,0,HKT,Hokuto Esports
Holy Knights,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Holy Knightslogo square.png,1,,0,HK,Holy Knights
Homyno Pulsia Esport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Homyno Pulsia Esportlogo square.png,1,,0,HPL,Homyno Pulsia Esport
Hong Kong Attitude,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Hong_Kong_Attitudelogo_square.png,1,,0,HKA,Hong Kong Attitude
Hong Kong Attitude Mage,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/HKA Mage logo.png,1,,0,HKA.M,Hong Kong Attitude Mage
Hong Kong Carries,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/HKClogo.png,1,,0,HKC,Hong Kong Carries
Hong Kong Esports,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Hong Kong Esportslogo square.png,1,Hong Kong Attitude,0,HKES,Hong Kong Esports
HongKongNine,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/HongKongNinelogo square.png,1,,0,HKN,HongKongNine
Hooked Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Hooked Esportslogo square.png,1,,0,HK,Hooked Esports
Hoon Good Day (훈수좋은날),Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,HGD,Hoon Good Day
Horizon Gaming,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Horizon Gaming (North American Team)logo square.png,1,CCG Esports,0,HZG,Horizon Gaming (North American Team)
HOU GAMING,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,HOU,HOU GAMING
Howl Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Howl Esportslogo square.png,0,,0,HOWL,Howl Esports
Howling eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Howling eSportslogo square.png,1,,0,HES,Howling eSports
Huma,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Humalogo square.png,1,,0,HMA,Huma
Humanoids5,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Humanoids5logo square.png,1,,0,H5,Humanoids5
Hungkuang Falcon (弘光獵鷹),Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Hungkuang Falconlogo profile.png,0,,0,HKUF,Hungkuang Falcon
Hurricane Gaming,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Hurricane Gaminglogo profile.png,1,,0,HG,Hurricane Gaming
Hurricane of Feathers,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Hurricane of Featherslogo square.png,0,,0,HOF,Hurricane of Feathers
HUYATV,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/HuyaTVlogo square.png,1,,0,HuyaTV,HuyaTV
HVFC Bakeca Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/HVFC Bakeca Academylogo square.png,0,,0,HVFC,HVFC Bakeca Academy
HWA Academy,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/HWA Gaming Academylogo square.png,1,Istanbul Wildcats Academy,0,HWA.A,HWA Gaming Academy
HWA Gaming,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/HWA logo.png,1,Istanbul Wildcats,0,HWA,HWA Gaming
Hybrid Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hybrid Esportslogo square.png,1,,0,HBD,Hybrid Esports
Hybrid Esports UK,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hybrid Esports UKlogo square.png,1,,0,HYB.UK,Hybrid Esports UK
Hydras Esport,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Hydras Esportlogo square.png,1,,0,HYD,Hydras Esport
Hyper,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Hyper (Korean Team)logo square.png,1,,0,Hyper,Hyper (Korean Team)
Hyper Kings,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Hyper Kingslogo square.png,0,,0,HKS,Hyper Kings
Hyper Nova,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Super Nova eSportslogo square.png,1,Super Nova Sentinels,0,HN,Hyper Nova
Hyper Vortex Esports,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Hyper Vortex Esportslogo square.png,0,,0,HVE,Hyper Vortex Esports
Hyper Youth Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/Hyper Youth Gaminglogo profile.png,1,Saint Gaming,0,HYG,Hyper Youth Gaming
Hyperion Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hyperion Esports (European Team)logo square.png,1,,0,HYP,Hyperion Esports (European Team)
Hyve Central,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Hyve Centrallogo square.png,1,,0,Hyve,Hyve Central
I Gaming Star,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/IGS_logo.png,1,ES Sharks,0,IGS,I Gaming Star
I May,China,https://lol.fandom.com/wiki/Special:Redirect/file/I Maylogo square.png,1,,0,IM,I May
IceLanD,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/IceLanD logo.png,1,,0,ILD,IceLanD
Ichor Gaming,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Ichor Gaminglogo square.png,1,,0,ICHR,Ichor Gaming
Ici Japon Corp. Esport,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Ici Japon Corp. Esportlogo square.png,0,,0,IJC,Ici Japon Corp. Esport
Icon Esports,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Icon Esports (Mexican Team)logo square.png,0,,0,ICON,Icon Esports (Mexican Team)
